,date,state,city_or_county,address,n_killed,n_injured,latitude,longitude,total,full_address,month_name,month_number
262,2017-07-08,Illinois,Alton,700 block of Oakwood,0,4,38.9178,-90.1739,4,"700 block of Oakwood, Alton, Illinois",July,7
261,2017-07-08,Ohio,Cincinnati,9917 Capstan Dr,1,8,39.2542,-84.5966,9,"9917 Capstan Dr, Cincinnati, Ohio",July,7
260,2017-07-09,Virginia,Lawrenceville,500 block Sturgeon Rd,0,7,36.8119,-77.7709,7,"500 block Sturgeon Rd, Lawrenceville, Virginia",July,7
259,2017-07-12,California,Desert Hot Springs,Cactus Dr and 4th St,0,4,33.9651,-116.506,4,"Cactus Dr and 4th St, Desert Hot Springs, California",July,7
258,2017-07-12,Alabama,Gardendale,4100 block of Willow Bend Drive,4,0,33.6858,-86.8068,4,"4100 block of Willow Bend Drive, Gardendale, Alabama",July,7
257,2017-07-13,South Carolina,Easley,3800 Calhoun Memorial Hwy,4,0,34.8341,-82.5029,4,"3800 Calhoun Memorial Hwy, Easley, South Carolina",July,7
256,2017-07-15,Illinois,Chicago,12200 block of S Throop St,0,4,41.672,-87.6539,4,"12200 block of S Throop St, Chicago, Illinois",July,7
255,2017-07-15,Pennsylvania,Philadelphia,21st and Fitzwater,1,3,39.9432,-75.1774,4,"21st and Fitzwater, Philadelphia, Pennsylvania",July,7
254,2017-07-18,Wisconsin,Milwaukee,3000 Block of N 39th St,0,4,43.0734,-87.9621,4,"3000 Block of N 39th St, Milwaukee, Wisconsin",July,7
253,2017-07-18,New Jersey,Trenton,Hewitt St and Division St,1,3,40.2081,-74.7437,4,"Hewitt St and Division St, Trenton, New Jersey",July,7
252,2017-07-18,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,33.6089,-112.312,4,"NW Grand Ave and W Thunderbird Rd, El Mirage, Arizona",July,7
251,2017-07-19,California,Los Angeles,Imperial Hwy and Broadway,1,3,33.931,-118.278,4,"Imperial Hwy and Broadway, Los Angeles, California",July,7
250,2017-07-19,Ohio,Columbus,777 Wedgewood Dr,2,2,39.937,-83.0966,4,"777 Wedgewood Dr, Columbus, Ohio",July,7
249,2017-07-19,Texas,Houston,1900 block of July St,2,3,29.878,-95.3578,5,"1900 block of July St, Houston, Texas",July,7
248,2017-07-19,Virginia,Richmond,2300 block of Bethel St,0,5,37.5551,-77.4186,5,"2300 block of Bethel St, Richmond, Virginia",July,7
247,2017-07-22,Ohio,Cincinnati,130 E Clifton Ave,0,5,39.116,-84.5145,5,"130 E Clifton Ave, Cincinnati, Ohio",July,7
246,2017-07-23,Louisiana,Baton Rouge,10360 Ave H,0,4,30.5386,-91.1971,4,"10360 Ave H, Baton Rouge, Louisiana",July,7
245,2017-07-23,Illinois,Chicago,1500 block of East 82nd St,1,3,41.746,-87.5882,4,"1500 block of East 82nd St, Chicago, Illinois",July,7
244,2017-07-25,Florida,Jacksonville,1040 Golfair Boulevard,1,3,30.3644,-81.6703,4,"1040 Golfair Boulevard, Jacksonville, Florida",July,7
243,2017-07-26,North Carolina,High Point,2111 E. Green Drive,1,6,35.9534,-79.9812,7,"2111 E. Green Drive, High Point, North Carolina",July,7
242,2017-07-27,Illinois,Chicago,2000 block of E 71st St,1,4,41.7664,-87.5759,5,"2000 block of E 71st St, Chicago, Illinois",July,7
241,2017-07-28,Delaware,Wilmington,400 block of N Washington St,0,4,39.742,-75.5553,4,"400 block of N Washington St, Wilmington, Delaware",July,7
240,2017-07-29,New York,Buffalo,200 block of Carl St,1,4,42.9201,-78.8282,5,"200 block of Carl St, Buffalo, New York",July,7
239,2017-07-29,North Carolina,Salisbury,115 W Fisher St,2,3,35.6666,-80.4713,5,"115 W Fisher St, Salisbury, North Carolina",July,7
238,2017-07-30,Texas,El Paso,1810 George Dieter Dr,1,3,31.7653,-106.302,4,"1810 George Dieter Dr, El Paso, Texas",July,7
237,2017-07-31,Illinois,Decatur,Jasper St and Main St,0,4,39.8418,-88.9404,4,"Jasper St and Main St, Decatur, Illinois",July,7
236,2017-07-31,Colorado,Colorado Springs,3817 Village Rd S,2,2,38.8768,-104.757,4,"3817 Village Rd S, Colorado Springs, Colorado",July,7
235,2017-08-01,Illinois,Chicago,800 block of N Monticello Ave,0,4,41.8954,-87.7175,4,"800 block of N Monticello Ave, Chicago, Illinois",August,8
234,2017-08-01,California,Fresno,Mariposa St and A St,0,7,36.7278,-119.801,7,"Mariposa St and A St, Fresno, California",August,8
233,2017-08-01,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,46.3607,-120.523,6,"8000 Block of Lateral C Rd, Toppenish, Washington",August,8
232,2017-08-02,Maryland,Baltimore,900 block of N Broadway,0,4,39.3019,-76.5946,4,"900 block of N Broadway, Baltimore, Maryland",August,8
231,2017-08-02,Indiana,South Bend,2122 Frederickson St,2,2,41.6853,-86.2802,4,"2122 Frederickson St, South Bend, Indiana",August,8
230,2017-08-03,District of Columbia,Washington,3426 18th St NE,1,3,38.9324,-76.9796,4,"3426 18th St NE, Washington, District of Columbia",August,8
229,2017-08-03,Florida,Fort Walton Beach,11 SE Eglin Pkwy,0,4,30.4121,-86.6042,4,"11 SE Eglin Pkwy, Fort Walton Beach, Florida",August,8
228,2017-08-04,Montana,Lodge Grass,200 block of North Helen Street,3,2,45.3162,-107.365,5,"200 block of North Helen Street, Lodge Grass, Montana",August,8
227,2017-08-05,New Jersey,Lakewood,900 block of Brook Road,0,4,40.1021,-74.1892,4,"900 block of Brook Road, Lakewood, New Jersey",August,8
226,2017-08-05,South Carolina,Allendale,300 block of Ellis St,1,3,33.0022,-81.296,4,"300 block of Ellis St, Allendale, South Carolina",August,8
225,2017-08-05,Florida,Tallahassee,1939 W Tennessee St,1,3,30.4482,-84.3158,4,"1939 W Tennessee St, Tallahassee, Florida",August,8
224,2017-08-06,California,Oakland,1000 block of 106th Avenue,0,7,37.7358,-122.172,7,"1000 block of 106th Avenue, Oakland, California",August,8
223,2017-08-06,New York,Bronx,Unionport Rd,0,4,40.8413,-73.8634,4,"Unionport Rd, Bronx, New York",August,8
222,2017-08-06,New York,Bronx,Wickham Ave,0,6,40.8942,-73.8489,6,"Wickham Ave, Bronx, New York",August,8
221,2017-08-08,Illinois,Chicago,1 block of East 37th Street,1,6,41.8274,-87.6264,7,"1 block of East 37th Street, Chicago, Illinois",August,8
220,2017-08-12,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,38.7966,-90.2127,4,"12310 Bellefontaine Rd, Saint Louis, Missouri",August,8
219,2017-08-13,Pennsylvania,Philadelphia,39th St and Melon St,0,5,39.9649,-75.2,5,"39th St and Melon St, Philadelphia, Pennsylvania",August,8
218,2017-08-13,California,San Jose,1700 Block of Vista Glen Dr,0,5,37.3412,-121.824,5,"1700 Block of Vista Glen Dr, San Jose, California",August,8
217,2017-08-13,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,38.5384,-121.465,4,"4000 Block of Martin Luther King Jr Blvd, Sacramento, California",August,8
216,2017-08-13,Pennsylvania,Allentown,1351 W Linden St,1,3,40.6,-75.4866,4,"1351 W Linden St, Allentown, Pennsylvania",August,8
215,2017-08-13,Virginia,Suffolk,8700 block of Quay Rd,0,4,36.6524,-76.8394,4,"8700 block of Quay Rd, Suffolk, Virginia",August,8
214,2017-08-14,California,North Hollywood,Morrison St and Klump Ave,2,2,34.1608,-118.376,4,"Morrison St and Klump Ave, North Hollywood, California",August,8
213,2017-08-16,Missouri,Saint Louis,5800 block of Wabada Ave,1,3,38.6751,-90.2775,4,"5800 block of Wabada Ave, Saint Louis, Missouri",August,8
212,2017-08-16,New York,Wyandanch,Merritt Ave and 15th St,0,4,40.7544,-73.3613,4,"Merritt Ave and 15th St, Wyandanch, New York",August,8
211,2017-08-19,Ohio,Cleveland,11143 Superior Ave,1,4,41.5228,-81.6076,5,"11143 Superior Ave, Cleveland, Ohio",August,8
210,2017-08-19,Texas,San Antonio,500 block of Ferris Ave,0,4,29.4143,-98.4269,4,"500 block of Ferris Ave, San Antonio, Texas",August,8
209,2017-08-20,Illinois,Chicago,11901 S Loomis St,2,5,41.6776,-87.6564,7,"11901 S Loomis St, Chicago, Illinois",August,8
208,2017-08-20,New York,Brooklyn,100th St and Ave M,0,4,40.6386,-73.891,4,"100th St and Ave M, Brooklyn, New York",August,8
207,2017-08-21,New Jersey,Newark,700 block of S 19th St,1,3,40.7324,-74.2122,4,"700 block of S 19th St, Newark, New Jersey",August,8
206,2017-08-21,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,39.3273,-76.6575,4,"Cottage Avenue and Park Heights Avenue, Baltimore, Maryland",August,8
205,2017-08-21,New Jersey,Newark,Fabyan Place,0,4,40.7154,-74.2221,4,"Fabyan Place, Newark, New Jersey",August,8
204,2017-08-21,Tennessee,Memphis,262 Decatur St,0,4,35.1475,-90.0259,4,"262 Decatur St, Memphis, Tennessee",August,8
203,2017-08-21,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,36.1688,-77.8286,4,"980 Fishing Creek Rd, Whitakers, North Carolina",August,8
202,2017-08-22,Illinois,Chicago,300 block of N Central Ave,0,4,41.8859,-87.7655,4,"300 block of N Central Ave, Chicago, Illinois",August,8
201,2017-08-23,California,Bloomington,17000 block of Santa Ana Avenue,4,0,34.0559,-117.396,4,"17000 block of Santa Ana Avenue, Bloomington, California",August,8
200,2017-08-24,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,38.754,-90.201,4,"10400 block of Balmoral Dr, Saint Louis, Missouri",August,8
199,2017-08-27,California,Sacramento,7760 24th St,1,4,38.4751,-121.482,5,"7760 24th St, Sacramento, California",August,8
198,2017-08-27,Indiana,Evansville,1127 Chestnut St,1,3,37.9729,-87.5612,4,"1127 Chestnut St, Evansville, Indiana",August,8
197,2017-08-28,New Mexico,Clovis,701 N Main St,2,4,34.4047,-103.205,6,"701 N Main St, Clovis, New Mexico",August,8
196,2017-08-30,California,Sacramento,2600 Auburn Blvd,2,2,38.6298,-121.4,4,"2600 Auburn Blvd, Sacramento, California",August,8
195,2017-08-31,Illinois,Chicago (Englewood),6500 block of S Bell,2,10,41.7755,-87.6801,12,"6500 block of S Bell, Chicago (Englewood), Illinois",August,8
194,2017-09-02,Kentucky,Louisville,8008 Watterson Trail,0,4,38.1806,-85.6219,4,"8008 Watterson Trail, Louisville, Kentucky",September,9
193,2017-09-02,Illinois,Chicago,8300 block of S Hermitage,1,3,41.7428,-87.6672,4,"8300 block of S Hermitage, Chicago, Illinois",September,9
192,2017-09-03,California,Inglewood,10100 block of S Firmona Ave,2,3,33.9444,-118.357,5,"10100 block of S Firmona Ave, Inglewood, California",September,9
191,2017-09-04,Illinois,Bellwood,1000 block of Bellwood Ave,0,4,41.8742,-87.8784,4,"1000 block of Bellwood Ave, Bellwood, Illinois",September,9
190,2017-09-06,Illinois,Chicago,2700 block of Madison,0,4,41.8814,-87.6941,4,"2700 block of Madison, Chicago, Illinois",September,9
189,2017-09-09,Alabama,Selma,Kings Bend Road,0,4,32.3945,-87.0287,4,"Kings Bend Road, Selma, Alabama",September,9
188,2017-09-10,Texas,Plano,1712 West Spring Creek Parkway,9,1,33.056,-96.7261,10,"1712 West Spring Creek Parkway, Plano, Texas",September,9
187,2017-09-10,Louisiana,New Orleans,2101 N Claiborne Ave,1,3,29.9736,-90.0584,4,"2101 N Claiborne Ave, New Orleans, Louisiana",September,9
186,2017-09-13,Washington,Rockford,14626 S Jackson Rd,1,3,47.5164,-117.193,4,"14626 S Jackson Rd, Rockford, Washington",September,9
185,2017-09-13,Pennsylvania,York,400 block of S Duke St,0,4,39.9574,-76.7231,4,"400 block of S Duke St, York, Pennsylvania",September,9
184,2017-09-13,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,39.9973,-75.1332,4,"3100 block of N 2nd St, Philadelphia, Pennsylvania",September,9
183,2017-09-13,Tennessee,Memphis,1000 block of Morehead St,1,5,35.168,-90.0251,6,"1000 block of Morehead St, Memphis, Tennessee",September,9
182,2017-09-16,South Carolina,Columbia,920 Lady Street,0,8,34.0012,-81.0383,8,"920 Lady Street, Columbia, South Carolina",September,9
181,2017-09-17,Virginia,Petersburg,300 Mistletoe St,1,4,37.2166,-77.4053,5,"300 Mistletoe St, Petersburg, Virginia",September,9
180,2017-09-17,Michigan,Detroit,5000 block of Stanton Street,1,3,42.3498,-83.0905,4,"5000 block of Stanton Street, Detroit, Michigan",September,9
179,2017-09-20,Indiana,Gary,4300 block of 23rd Ct,0,5,41.5755,-87.3906,5,"4300 block of 23rd Ct, Gary, Indiana",September,9
178,2017-09-23,Connecticut,New Haven,638 Elm St,0,4,41.3149,-72.9426,4,"638 Elm St, New Haven, Connecticut",September,9
177,2017-09-23,Connecticut,Hartford,1164 Albany Ave,2,2,41.782,-72.6954,4,"1164 Albany Ave, Hartford, Connecticut",September,9
176,2017-09-23,Illinois,Danville,Seminary St and Jackson St,0,5,40.1303,-87.6273,5,"Seminary St and Jackson St, Danville, Illinois",September,9
175,2017-09-23,California,Bakersfield,818 Real Rd,1,4,35.3658,-119.042,5,"818 Real Rd, Bakersfield, California",September,9
174,2017-09-24,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,39.2367,-76.6037,4,"500 block of E. Patapsco Avenue, Baltimore, Maryland",September,9
173,2017-09-24,Tennessee,Antioch,3890 Pin Hook Rd,1,8,36.0465,-86.583,9,"3890 Pin Hook Rd, Antioch, Tennessee",September,9
172,2017-09-24,New York,Syracuse,1226 E Fayette St,0,4,43.0483,-76.1317,4,"1226 E Fayette St, Syracuse, New York",September,9
171,2017-09-26,Tennessee,Memphis,2531 Chelsea Ave,0,4,35.1742,-89.9727,4,"2531 Chelsea Ave, Memphis, Tennessee",September,9
170,2017-09-26,Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,40.0433,-75.1775,4,"100 block of Pastorius St, Philadelphia, Pennsylvania",September,9
169,2017-09-26,Maryland,Baltimore,3200 block of Lyndale Ave,2,2,39.3166,-76.5784,4,"3200 block of Lyndale Ave, Baltimore, Maryland",September,9
168,2017-09-28,Louisiana,New Orleans,2001 N Rocheblave St,1,3,29.9814,-90.0643,4,"2001 N Rocheblave St, New Orleans, Louisiana",September,9
167,2017-09-29,California,Los Angeles,9180 Telfair Ave,0,5,34.2362,-118.396,5,"9180 Telfair Ave, Los Angeles, California",September,9
166,2017-09-30,Tennessee,Memphis,800 block of Kerr Avenue,1,3,35.1072,-90.0359,4,"800 block of Kerr Avenue, Memphis, Tennessee",September,9
165,2017-10-01,Kansas,Lawrence,1000 block of Massachusetts St,3,2,38.9655,-95.2357,5,"1000 block of Massachusetts St, Lawrence, Kansas",October,10
164,2017-10-02,Florida,Nokomis,410 Kenwood Ave,3,1,27.1194,-82.4303,4,"410 Kenwood Ave, Nokomis, Florida",October,10
163,2017-10-03,Florida,Miami,2051 NW 65th St,0,4,25.834,-80.2305,4,"2051 NW 65th St, Miami, Florida",October,10
162,2017-10-04,California,Oakland,7600 block of MacArthur Blvd,0,4,37.7676,-122.169,4,"7600 block of MacArthur Blvd, Oakland, California",October,10
161,2017-10-05,Arizona,Casa Grande,400 block of W 13th Street,4,0,32.8854,-111.757,4,"400 block of W 13th Street, Casa Grande, Arizona",October,10
160,2017-10-06,Illinois,Chicago,8000 block of S Marshfield,0,5,41.7484,-87.6649,5,"8000 block of S Marshfield, Chicago, Illinois",October,10
159,2017-10-07,Texas,Haltom City,5200 block of Lower Birdville Rd,0,4,32.7877,-97.2717,4,"5200 block of Lower Birdville Rd, Haltom City, Texas",October,10
158,2017-10-07,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,33.4798,-112.246,4,"87th Ave and Thomas Rd, Phoenix, Arizona",October,10
157,2017-10-08,Missouri,Columbia,904 Business Loop 70 E,0,4,38.9647,-92.3294,4,"904 Business Loop 70 E, Columbia, Missouri",October,10
156,2017-10-10,California,San Francisco,25th St and Treat Ave,0,4,37.751,-122.413,4,"25th St and Treat Ave, San Francisco, California",October,10
155,2017-10-10,California,San Jose,2384 Senter Rd,0,4,37.3091,-121.849,4,"2384 Senter Rd, San Jose, California",October,10
154,2017-10-11,Ohio,Pedro,15497 SR 93,4,0,38.7083,-82.6423,4,"15497 SR 93, Pedro, Ohio",October,10
153,2017-10-12,California,Aliso Viejo,6 Asbury Ct,2,2,33.5677,-117.736,4,"6 Asbury Ct, Aliso Viejo, California",October,10
152,2017-10-15,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,33.5082,-112.29,4,"107th Ave and Camelback Rd, Phoenix, Arizona",October,10
151,2017-10-15,Texas,Houston,6233 Gulfton St,2,2,29.7162,-95.4917,4,"6233 Gulfton St, Houston, Texas",October,10
150,2017-10-16,Mississippi,Meridian,5th Street,1,3,32.3606,-88.7168,4,"5th Street, Meridian, Mississippi",October,10
149,2017-10-17,New York,Brooklyn,181 Martense St,0,4,40.6516,-73.9527,4,"181 Martense St, Brooklyn, New York",October,10
148,2017-10-18,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,39.452,-76.31,6,"2111 Emmorton Park Rd, Edgewood, Maryland",October,10
147,2017-10-19,Colorado,Fort Collins,720 City Park Ave,3,1,40.5773,-105.099,4,"720 City Park Ave, Fort Collins, Colorado",October,10
146,2017-10-21,Florida,Jacksonville,164 E Eubanks St,0,4,30.4847,-81.6222,4,"164 E Eubanks St, Jacksonville, Florida",October,10
145,2017-10-21,Tennessee,Nashville,1277 12th Ave S,0,4,36.1408,-86.7875,4,"1277 12th Ave S, Nashville, Tennessee",October,10
144,2017-10-21,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,39.8471,-75.3826,4,"1200 block of W Carlas Ln, Chester, Pennsylvania",October,10
143,2017-10-21,Florida,Tampa,400 Block of E Nordica St,0,4,27.9782,-82.4566,4,"400 Block of E Nordica St, Tampa, Florida",October,10
142,2017-10-22,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,41.7464,-72.6733,4,"Wethersfield Avenue and Elliott Street, Hartford, Connecticut",October,10
141,2017-10-22,Alabama,Lanett,1606 19th St Sw,2,7,32.8489,-85.2056,9,"1606 19th St Sw, Lanett, Alabama",October,10
140,2017-10-27,California,San Francisco,1100 block of Fillmore,0,4,37.7799,-122.432,4,"1100 block of Fillmore, San Francisco, California",October,10
139,2017-10-27,Kentucky,Louisville,1716 Prentice St,0,6,38.2409,-85.7836,6,"1716 Prentice St, Louisville, Kentucky",October,10
138,2017-10-28,Ohio,Toledo,1327 N Huron St,0,4,41.6613,-83.5227,4,"1327 N Huron St, Toledo, Ohio",October,10
137,2017-10-28,Virginia,Petersburg,N Sycamore St and Franklin,1,3,37.2285,-77.4036,4,"N Sycamore St and Franklin, Petersburg, Virginia",October,10
136,2017-10-29,Texas,Austin,5500 block of Ave F,1,3,30.3201,-97.7199,4,"5500 block of Ave F, Austin, Texas",October,10
135,2017-10-31,Indiana,Hammond,500 block of Pointe Dr,1,3,41.6091,-87.5161,4,"500 block of Pointe Dr, Hammond, Indiana",October,10
134,2017-11-03,California,Gardena,E 163rd St and S Main St,0,4,33.8839,-118.276,4,"E 163rd St and S Main St, Gardena, California",November,11
133,2017-11-03,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,44.9591,-93.26,4,"10th Ave S and E 24th St, Minneapolis, Minnesota",November,11
132,2017-11-03,New York,Buffalo,147 Roosevelt Ave,0,4,42.9336,-78.808,4,"147 Roosevelt Ave, Buffalo, New York",November,11
131,2017-11-03,Louisiana,Lacombe,27600 block of Mirmar Street,1,4,30.3093,-89.9429,5,"27600 block of Mirmar Street, Lacombe, Louisiana",November,11
130,2017-11-04,California,Santa Monica,1515 Ocean Avenue,1,3,34.0125,-118.496,4,"1515 Ocean Avenue, Santa Monica, California",November,11
129,2017-11-04,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,30.3712,-97.6924,4,"N Lamar Blvd and Masterson Pass, Austin, Texas",November,11
128,2017-11-04,California,Bakersfield,1001 S Union Ave,1,3,35.345,-119.004,4,"1001 S Union Ave, Bakersfield, California",November,11
127,2017-11-04,Ohio,Youngstown,2810 Market St,0,4,41.071,-80.6579,4,"2810 Market St, Youngstown, Ohio",November,11
126,2017-11-05,Texas,Sutherland Springs,216 4th St,27,20,29.2733,-98.0564,47,"216 4th St, Sutherland Springs, Texas",November,11
125,2017-11-09,Texas,Grand Prairie,300 block of Dawson Cir,0,4,32.73,-97.0059,4,"300 block of Dawson Cir, Grand Prairie, Texas",November,11
124,2017-11-09,Utah,Mapleton,1502 N. Highway 89,4,0,40.1165,-111.598,4,"1502 N. Highway 89, Mapleton, Utah",November,11
123,2017-11-09,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,39.9824,-75.1743,4,"1800 block of Ringgold, Philadelphia, Pennsylvania",November,11
122,2017-11-10,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,39.749,-84.2923,4,"193 Olive Rd, Dayton (Trotwood), Ohio",November,11
121,2017-11-10,Arizona,Scottsdale,13420 N 103rd Place,4,0,33.6121,-111.864,4,"13420 N 103rd Place, Scottsdale, Arizona",November,11
120,2017-11-11,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,32.7663,-96.7715,4,"2532 Martin Luther King Jr Blvd, Dallas, Texas",November,11
119,2017-11-11,Louisiana,New Orleans,Forstall Street and Burgundy Street,1,5,29.9603,-90.0221,6,"Forstall Street and Burgundy Street, New Orleans, Louisiana",November,11
118,2017-11-11,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,35.0736,-78.9269,6,"2835 Bragg Blvd, Fayetteville, North Carolina",November,11
117,2017-11-12,Indiana,Gary,4601 Melton Rd,0,7,41.595,-87.2835,7,"4601 Melton Rd, Gary, Indiana",November,11
116,2017-11-12,California,Fresno,S Calvin Ave,0,5,36.6823,-119.735,5,"S Calvin Ave, Fresno, California",November,11
115,2017-11-12,North Carolina,La Grange,308 W Queen St,3,1,35.3133,-77.7927,4,"308 W Queen St, La Grange, North Carolina",November,11
114,2017-11-12,Georgia,Atlanta,50 Lower Alabama St,2,2,33.7537,-84.3905,4,"50 Lower Alabama St, Atlanta, Georgia",November,11
113,2017-11-14,California,Richmond,900 Block of View Dr,2,2,37.9779,-122.314,4,"900 Block of View Dr, Richmond, California",November,11
112,2017-11-14,California,Corning,17357 Stagecoach Rd,6,12,40.0187,-122.393,18,"17357 Stagecoach Rd, Corning, California",November,11
111,2017-11-16,Georgia,Columbus,1400 block of 15th Street,0,7,32.4742,-84.9713,7,"1400 block of 15th Street, Columbus, Georgia",November,11
110,2017-11-17,Louisiana,New Iberia,900 Block of Mississippi St,0,4,30.0113,-91.8413,4,"900 Block of Mississippi St, New Iberia, Louisiana",November,11
